Philosopher A,Philosopher B,Weight
René_Descartes,Edmund_Husserl,1
René_Descartes,Immanuel_Kant,1
René_Descartes,Jean-Jacques_Rousseau,1
René_Descartes,Christiaan_Huygens,1
René_Descartes,Edward_Gibbon,1
René_Descartes,Jacques-Bénigne_Bossuet,1
René_Descartes,Noam_Chomsky,1
René_Descartes,Western_philosophy,1
Reza_Davari_Ardakani,Bijan_Abdolkarimi,1
Reza_Davari_Ardakani,Musa_Najafi,1
Stephen_Darwall,Marcia_Baron,1
Stephen_Darwall,Allen_Buchanan,1
Wilhelm_Dilthey,Rudolf_Steiner,1
Wilhelm_Dilthey,R._G._Collingwood,1
Wilhelm_Dilthey,Max_Weber,1
Wilhelm_Dilthey,Hans-Georg_Gadamer,1
Wilhelm_Dilthey,Jürgen_Habermas,1
Wilhelm_Dilthey,Karl_Jaspers,1
Wilhelm_Dilthey,Franz_Boas,1
Wilhelm_Dilthey,Georg_Simmel,1
Wilhelm_Dilthey,José_Ortega_y_Gasset,1
Wilhelm_Dilthey,Martin_Heidegger,1
Benno_Kerry,Edmund_Husserl,1
Benno_Kerry,Gottlob_Frege,1
Benno_Kerry,Kazimierz_Twardowski,1
Bernard_Gert,Walter_Sinnott-Armstrong,1
Bernard_Gert,Joshua_Gert,1
Bernard_Loomer,Nancy_Frankenberry,1
Bernard_Mandeville,Marquis_de_Sade,1
Bernard_Mandeville,Jean-François_Melon,1
Bernard_Mandeville,Adam_Smith,1
Bernard_Mandeville,Friedrich_Hayek,1
Bernard_Stiegler,Daniel_Ross_(philosopher),1
Bertrand_Russell,Isaiah_Berlin,1
Bertrand_Russell,Joseph_Rotblat,1
Bertrand_Russell,Kurt_Grelling,1
Bertrand_Russell,John_Maynard_Keynes,1
Bertrand_Russell,Kurt_Gödel,1
Bertrand_Russell,Kurt_Vonnegut,1
Bertrand_Russell,Ray_Kurzweil,1
Bertrand_Russell,Saul_Kripke,1
Bertrand_Russell,Thomas_Kuhn,1
Bertrand_Russell,Frank_Wilczek,1
Bertrand_Russell,G._H._Hardy,1
Bertrand_Russell,J._L._Austin,1
Bertrand_Russell,Jacob_Bronowski,1
Bertrand_Russell,Michael_Albert,1
Bertrand_Russell,Paul_Kurtz,1
Bertrand_Russell,Bernard_Williams,1
Bertrand_Russell,Tariq_Ali,1
Bertrand_Russell,Martin_Gardner,1
Bertrand_Russell,A._C._Grayling,1
Bertrand_Russell,A._J._Ayer,1
Bertrand_Russell,Buckminster_Fuller,1
Bertrand_Russell,Daniel_Dennett,1
Bertrand_Russell,Richard_Dawkins,1
Bertrand_Russell,Colin_McGinn,1
Bertrand_Russell,Marvin_Minsky,1
Bertrand_Russell,John_Searle,1
Bertrand_Russell,Txillardegi,1
Bertrand_Russell,B._F._Skinner,1
Bertrand_Russell,Jawaharlal_Nehru,1
Bertrand_Russell,Alan_Turing,1
Bertrand_Russell,Albert_Ellis,1
Bertrand_Russell,Aleksandr_Solzhenitsyn,1
Bertrand_Russell,Andrei_Sakharov,1
Bertrand_Russell,Donald_Davidson_(philosopher),1
Bertrand_Russell,Edward_Said,1
Bertrand_Russell,Frank_Ramsey_(mathematician),1
Bertrand_Russell,Stephen_Hawking,1
Bertrand_Russell,J._Robert_Oppenheimer,1
Bertrand_Russell,James_Joyce,1
Bertrand_Russell,John_von_Neumann,1
Bertrand_Russell,Norbert_Wiener,1
Bertrand_Russell,Willard_Van_Orman_Quine,1
Bertrand_Russell,Pervez_Hoodbhoy,1
Bertrand_Russell,Rudolf_Carnap,1
Bertrand_Russell,Isaac_Asimov,1
Bertrand_Russell,Moritz_Schlick,1
Bertrand_Russell,Alfred_Tarski,1
Bertrand_Russell,Leon_Chwistek,1
Bertrand_Russell,Che_Guevara,1
Bertrand_Russell,Christopher_Hitchens,1
Bertrand_Russell,Noam_Chomsky,1
Bertrand_Russell,Vienna_Circle,1
Bertrand_Russell,Nathan_Salmon,1
Bertrand_Russell,Herbert_A._Simon,1
Bertrand_Russell,Hilary_Putnam,1
Bertrand_Russell,Sidney_Hook,1
Bertrand_Russell,Ludwig_Wittgenstein,1
Bertrand_Russell,Karl_Popper,1
Bertrand_Russell,Carl_Sagan,1
Charles_Hartshorne,David_Ray_Griffin,1
Charles_Hartshorne,John_B._Cobb,1
Charles_Hartshorne,Donald_W._Viney,1
Charles_Kay_Ogden,Frank_Ramsey_(mathematician),1
Charles_Maurras,Juan_Perón,1
Charles_Maurras,Fumimaro_Konoe,1
Charles_Maurras,Augusto_Pinochet,1
Charles_Maurras,Steve_Bannon,1
Charles_Maurras,T._S._Eliot,1
Charles_Maurras,Charles_de_Gaulle,1
Charles_Maurras,Dimitrije_Ljotić,1
Charles_Maurras,António_de_Oliveira_Salazar,1
Charles_Maurras,Francisco_Franco,1
Charles_Maurras,Jacques_Maritain,1
Charles_Maurras,Philippe_Pétain,1
Charles_Maurras,Pierre_Boutang,1
Charles_Renouvier,William_James,1
Charles_Renouvier,Léon_Brunschvicg,1
Charles_Renouvier,Octave_Hamelin,1
Charles_Renouvier,Émile_Durkheim,1
Charles_Renouvier,Alfred_Jules_Émile_Fouillée,1
Charles_Taylor_(philosopher),Guy_Laforest,1
Charles_Taylor_(philosopher),Jack_Layton,1
Charles_Taylor_(philosopher),James_K._A._Smith,1
Charles_Taylor_(philosopher),Mark_Stuart_Edwards,1
Charles_Taylor_(philosopher),Joseph_Augustine_Di_Noia,1
Charles_Taylor_(philosopher),Kwame_Anthony_Appiah,1
Charles_Taylor_(philosopher),Charles_Lindholm,1
Charles_Taylor_(philosopher),Nikolas_Kompridis,1
Charles_Taylor_(philosopher),Michael_Sandel,1
Charles_Taylor_(philosopher),Michael_Walzer,1
Charles_Taylor_(philosopher),David_Lyon_(sociologist),1
Charles_Taylor_(philosopher),Bhikhu_Parekh,1
Charles_Taylor_(philosopher),Daniel_A._Bell,1
Charles_Taylor_(philosopher),Sean_Dorrance_Kelly,1
Charles_Taylor_(philosopher),Axel_Honneth,1
Charles_Taylor_(philosopher),Alain_Touraine,1
Charles_Taylor_(philosopher),James_Tully_(philosopher),1
Charles_Taylor_(philosopher),Mary_Poovey,1
Charles_Taylor_(philosopher),Craig_Calhoun,1
Charles_Taylor_(philosopher),Christian_Smith_(sociologist),1
Charles_Taylor_(philosopher),Hans_Joas,1
Charles_Taylor_(philosopher),Ken_Wilber,1
Charles_Taylor_(philosopher),Robert_N._Bellah,1
Aenesidemus,Plutarch,1
Aenesidemus,Sextus_Empiricus,1
Aenesidemus,Favorinus,1
J._M._E._McTaggart,Michael_Dummett,1
J._M._E._McTaggart,Peter_Geach,1
J._M._E._McTaggart,Michael_Oakeshott,1
J._M._E._McTaggart,Stanley_Victor_Keeling,1
James_Mill,John_Stuart_Mill,1
Jean-François_Melon,Montesquieu,1
Jean-François_Melon,Voltaire,1
Jean-François_Melon,François_Quesnay,1
Jean-François_Melon,Denis_Diderot,1
Joseph_Maréchal,Karl_Rahner,1
Joseph_Maréchal,Bernard_Lonergan,1
Joseph_Maréchal,Richard_De_Smet,1
Marshall_McLuhan,Paul_Levinson,1
Marshall_McLuhan,Timothy_Leary,1
Marshall_McLuhan,Jacques_Languirand,1
Marshall_McLuhan,Norbert_Bolz,1
Marshall_McLuhan,Neil_Postman,1
Marshall_McLuhan,Terence_McKenna,1
Marshall_McLuhan,Hugh_Kenner,1
Marshall_McLuhan,Dick_Higgins,1
Marshall_McLuhan,Walter_J._Ong,1
Marshall_McLuhan,USCO,1
Marshall_McLuhan,Abbie_Hoffman,1
Marshall_McLuhan,John_Cage,1
Marshall_McLuhan,Merce_Cunningham,1
Marshall_McLuhan,Mark_Fisher,1
Marshall_McLuhan,B._W._Powe,1
Marshall_McLuhan,Ann_Nocenti,1
Marshall_McLuhan,Jean_Baudrillard,1
Marshall_McLuhan,Douglas_Coupland,1
Marshall_McLuhan,Douglas_Rushkoff,1
Marshall_McLuhan,William_Irwin_Thompson,1
Marshall_McLuhan,Wired_(magazine),1
Marshall_McLuhan,Nelson_Thall,1
Mary_Daly,Janice_Raymond,1
Mary_Daly,Pauli_Murray,1
Mary_Daly,Carol_J._Adams,1
Mary_Daly,Debra_Campbell,1
Mary_Daly,Molly_Dragiewicz,1
Mary_Daly,Wanda_Warren_Berry,1
Max_Adler_(Marxist),Lucien_Goldmann,1
Max_Black,Keith_Donnellan,1
Max_Black,Anton_Friedrich_Koch,1
Miguel_de_Unamuno,Joxe_Azurmendi,1
Miguel_de_Unamuno,Txillardegi,1
Miguel_de_Unamuno,José_Ortega_y_Gasset,1
Milič_Čapek,William_Lane_Craig,1
Milič_Čapek,Isabelle_Stengers,1
Milič_Čapek,Rupert_Sheldrake,1
Milič_Čapek,Gilles_Deleuze,1
Mladen_Dolar,Slavoj_Žižek,1
Mladen_Dolar,Alenka_Zupančič,1
Odo_Marquard,Gerd_B._Achenbach,1
Quentin_Meillassoux,Tristan_Garcia,1
Quentin_Meillassoux,Ray_Brassier,1
Richard_McKeon,Paul_Rabinow,1
Richard_McKeon,Paul_Ricœur,1
Richard_McKeon,Robert_M._Pirsig,1
Richard_McKeon,Bertrand_Russell,1
Richard_McKeon,Marshall_McLuhan,1
Richard_McKeon,Eugene_Gendlin,1
Richard_McKeon,Wayne_C._Booth,1
Svetozar_Marković,Nikola_Pašić,1
Svetozar_Marković,Ljubodrag_Simonović,1
Thomas_Metzinger,Ray_Brassier,1
Émile_Meyerson,Thomas_Kuhn,1
Émile_Meyerson,Gaston_Bachelard,1
Émile_Meyerson,Jacques_Lacan,1
Crispin_Wright,Carrie_Ichikawa_Jenkins,1
Crispin_Wright,Paul_Boghossian,1
Crispin_Wright,Michael_P._Lynch,1
Crispin_Wright,Annalisa_Coliva,1
Crispin_Wright,Luca_Moretti,1
Crispin_Wright,Duncan_Pritchard,1
Crispin_Wright,José_Zalabardo,1
Dan_W._Brock,Dan_Wikler,1
Dan_W._Brock,Allen_Buchanan,1
Dan_W._Brock,Robert_Truog,1
Christian_Hermann_Weisse,Hermann_Lotze,1
Giambattista_Vico,Isaiah_Berlin,1
Giambattista_Vico,Jules_Michelet,1
Giambattista_Vico,Karl_Marx,1
Giambattista_Vico,Eric_Voegelin,1
Giambattista_Vico,Erich_Auerbach,1
Giambattista_Vico,Francesco_Lomonaco,1
Giambattista_Vico,R._G._Collingwood,1
Giambattista_Vico,Benedetto_Croce,1
Giambattista_Vico,Edgar_Quinet,1
Giambattista_Vico,Samuel_Taylor_Coleridge,1
Giambattista_Vico,Vittorio_Hösle,1
Giambattista_Vico,Joseph_de_Maistre,1
Giambattista_Vico,Vincenzo_Cuoco,1
Giambattista_Vico,Marshall_McLuhan,1
Giambattista_Vico,Edward_Said,1
Giambattista_Vico,Northrop_Frye,1
Giambattista_Vico,Giuseppe_Ferrari_(philosopher),1
Giambattista_Vico,Johann_Wolfgang_von_Goethe,1
Giambattista_Vico,James_Hillman,1
Giambattista_Vico,James_Joyce,1
Giambattista_Vico,Antonio_Gramsci,1
Giambattista_Vico,Georg_Wilhelm_Friedrich_Hegel,1
Giambattista_Vico,Juan_Bautista_Alberdi,1
Giambattista_Vico,Cornelius_Castoriadis,1
Giambattista_Vico,Costanzo_Preve,1
Giambattista_Vico,Georges_Sorel,1
Giambattista_Vico,Hayden_White,1
Giambattista_Vico,Ugo_Foscolo,1
Giambattista_Vico,Julius_Evola,1
Giambattista_Vico,Carlo_Cattaneo,1
Giambattista_Vico,Carlo_Levi,1
György_Mihály_Vajda,Andrew_Arato,1
Hans_Vaihinger,George_Kelly_(psychologist),1
Hans_Vaihinger,James_Hillman,1
Hans_Vaihinger,Alfred_Adler,1
Hans_Vaihinger,Hans_Kelsen,1
Jules_Vuillemin,Jacques_Bouveresse,1
Jules_Vuillemin,Jean_Bricmont,1
Lucilio_Vanini,Charles_Blount_(deist),1
Vasile_Pogor,Alexandru_Dimitrie_Xenopol,1
Vasile_Pogor,Theodor_Rosetti,1
Vasile_Pogor,Titu_Maiorescu,1
"Victoria,_Lady_Welby",Susan_Petrilli,1
"Victoria,_Lady_Welby",Charles_Kay_Ogden,1
"Victoria,_Lady_Welby",Charles_Sanders_Peirce,1
"Victoria,_Lady_Welby",H._Walter_Schmitz,1
Vladimir_Solovyov_(philosopher),Fyodor_Dostoevsky,1
Vladimir_Solovyov_(philosopher),Nikolai_Berdyaev,1
Vladimir_Solovyov_(philosopher),Sergei_Bulgakov,1
Vladimir_Solovyov_(philosopher),Semyon_Frank,1
Vladimir_Solovyov_(philosopher),Andrei_Bely,1
Vladimir_Solovyov_(philosopher),Pavel_Florensky,1
Vladimir_Solovyov_(philosopher),Alexander_Blok,1
Vladimir_Solovyov_(philosopher),Alexandre_Kojève,1
Zeno_Vendler,Emmon_Bach,1
Zeno_Vendler,Mark_Steedman,1
Zeno_Vendler,David_Dowty,1
Zeno_Vendler,Henk_Verkuyl,1
Patrick_Suppes,Wolfgang_Balzer,1
Ronald_Dworkin,Robert_Alexy,1
Ronald_Dworkin,Jeremy_Waldron,1
Shelly_Kagan,Derek_Parfit,1
Wilhelm_Windelband,Ernst_Troeltsch,1
Wilhelm_Windelband,Max_Weber,1
Wilhelm_Windelband,Albert_Schweitzer,1
Wilhelm_Windelband,Edmund_Husserl,1
Wilhelm_Windelband,Heinrich_Rickert,1
Eva_Kittay,Margaret_Urban_Walker,1
Eva_Kittay,Susan_Brison,1
F._C._S._Schiller,William_James,1
F._C._S._Schiller,"Victoria,_Lady_Welby",1
Fazlur_Rahman_Malik,Amina_Wadud,1
Fazlur_Rahman_Malik,Abdullah_Saeed_(professor),1
Fazlur_Rahman_Malik,Abdullahi_Ahmed_An-Na'im,1
Fazlur_Rahman_Malik,Mohamed_Talbi,1
Fazlur_Rahman_Malik,Nurcholish_Madjid,1
Fazlur_Rahman_Malik,Ebrahim_Moosa,1
Paul_of_Venice,Paolo_da_Pergola,1
Paul_of_Venice,Gaetano_da_Thiene_(philosopher),1
Raymond_Aron,Paul_Veyne,1
Raymond_Aron,Tony_Judt,1
Raymond_Aron,Jean-François_Revel,1
Raymond_Aron,Marcel_Gauchet,1
Raymond_Aron,Zbigniew_Brzezinski,1
Raymond_Aron,Henry_Kissinger,1
Raymond_Aron,Allan_Bloom,1
Raymond_Aron,Edward_Shils,1
Raymond_Aron,Pierre_Bourdieu,1
Vladimir_Jankélévitch,Arnold_Davidson,1
Russell_Kirk,Rick_Santorum,1
Russell_Kirk,Roger_Scruton,1
Russell_Kirk,Mel_Bradford,1
Russell_Kirk,William_F._Buckley_Jr.,1
Russell_Kirk,Mike_Pence,1
Russell_Kirk,John_Derbyshire,1
Russell_Kirk,Jerome_Corsi,1
Russell_Kirk,Antonin_Scalia,1
Russell_Kirk,Olavo_de_Carvalho,1
Russell_Kirk,Robert_Novak,1
Russell_Kirk,Pat_Buchanan,1
Johann_Friedrich_Herbart,Friedrich_Eduard_Beneke,1
Johann_Friedrich_Herbart,Gustav_Hartenstein,1
Johann_Friedrich_Herbart,Wilhelm_Windelband,1
Johann_Friedrich_Herbart,Hermann_Lotze,1
Johann_Friedrich_Herbart,Antonio_Labriola,1
Johann_Friedrich_Herbart,Edmund_Husserl,1
Johann_Friedrich_Herbart,Moritz_Wilhelm_Drobisch,1
Johann_Friedrich_Herbart,Immanuel_Hermann_Fichte,1
Johann_Gustav_Droysen,Wilhelm_Dilthey,1
Johann_Kaspar_Bluntschli,Vinayak_Damodar_Savarkar,1
Johann_Kaspar_Bluntschli,Frank_Johnson_Goodnow,1
Johann_Kaspar_Bluntschli,Richard_T._Ely,1
Johann_Plenge,Kurt_Schumacher,1
Johann_Plenge,Josef_Pieper,1
Johann_Plenge,Paul_Lensch,1
John_Anderson_(philosopher),Eugene_Kamenka,1
John_Anderson_(philosopher),J._L._Mackie,1
John_Anderson_(philosopher),David_Malet_Armstrong,1
John_Anderson_(philosopher),David_Stove,1
John_Anderson_(philosopher),A._J._Baker,1
John_Anderson_(philosopher),Hedley_Bull,1
John_Anderson_(philosopher),John_Passmore,1
John_Cook_Wilson,W._D._Ross,1
John_Cook_Wilson,H._A._Prichard,1
John_Mearsheimer,Robert_D._Kaplan,1
John_Perry_(philosopher),Stephen_Neale,1
John_Selden,John_Locke,1
John_Selden,Richard_Cumberland_(philosopher),1
John_Selden,William_Blackstone,1
John_Selden,Great_Tew,1
John_Selden,Samuel_von_Pufendorf,1
John_Selden,Thomas_Hobbes,1
John_Selden,Edmund_Burke,1
John_Selden,David_Hume,1
John_Selden,Giambattista_Vico,1
John_Selden,Adam_Smith,1
Josef_Pieper,James_V._Schall,1
Josef_Pieper,Pope_Benedict_XVI,1
Josef_Pieper,Seraphim_Rose,1
Joseph_Raz,John_Gardner_(legal_philosopher),1
Joseph_Raz,Timothy_Endicott,1
Joseph_Raz,Matthew_Kramer,1
Joseph_Raz,Leslie_Green_(philosopher),1
Joseph_Raz,Scott_J._Shapiro,1
Paul_Virilio,Bernard_Stiegler,1
Peter_Wessel_Zapffe,Herman_Tønnessen,1
Peter_Wessel_Zapffe,Thomas_Ligotti,1
William_E._Blackstone,Theodor_Herzl,1
W._D._Ross,Tom_Beauchamp,1
W._D._Ross,Tara_Smith_(philosopher),1
W._D._Ross,Bernard_Gert,1
W._D._Ross,Robert_Audi,1
Walter_of_Bruges,Matthew_of_Aquasparta,1
Roman_Ingarden,Pope_John_Paul_II,1
Roman_Ingarden,René_Wellek,1
Roman_Ingarden,Anna-Teresa_Tymieniecka,1
Roman_Ingarden,Wolfgang_Iser,1
Blaise_Pascal,Gottfried_Wilhelm_Leibniz,1
Blaise_Pascal,Antoine_Arnauld,1
Blaise_Pascal,William_James,1
Blaise_Pascal,Léon_Brunschvicg,1
Blaise_Pascal,William_Lane_Craig,1
Blaise_Pascal,Henri_Bergson,1
Blaise_Pascal,Alexis_de_Tocqueville,1
Blaise_Pascal,Pierre_Duhem,1
Bob_Black,Post-left_anarchy,1
Bob_Black,David_Graeber,1
Bob_Black,Uri_Gordon_(anarchist),1
Bob_Black,Peter_Gelderloos,1
Bolívar_Echeverría,Stefan_Gandler,1
Wilfred_Talbot_Smith,Jack_Parsons_(rocket_engineer),1
Zhu_Xi,Gottfried_Wilhelm_Leibniz,1
Zhu_Xi,Arthur_Schopenhauer,1
Zhu_Xi,Ch'ien_Mu,1
Zhu_Xi,Joseph_Needham,1
Zhu_Xi,Wang_Fuzhi,1
Zhu_Xi,Christian_Wolff_(philosopher),1
Zhu_Xi,Tu_Weiming,1
Zhu_Xi,Wang_Yangming,1
Zhu_Xi,Yi_Hwang,1
Semyon_Frank,Nikolai_Berdyaev,1
Sextus_Empiricus,Friedrich_Nietzsche,1
Sextus_Empiricus,Michel_de_Montaigne,1
Sextus_Empiricus,Nassim_Nicholas_Taleb,1
Sextus_Empiricus,David_Hume,1
Sextus_Empiricus,René_Descartes,1
Sextus_Empiricus,Edmund_Husserl,1
Sextus_Empiricus,Georg_Wilhelm_Friedrich_Hegel,1
Seyyed_Hossein_Nasr,Gholamreza_Aavani,1
Seyyed_Hossein_Nasr,Enes_Karić,1
Seyyed_Hossein_Nasr,Fazlun_Khalid,1
Seyyed_Hossein_Nasr,James_Morris_(theology),1
Seyyed_Hossein_Nasr,Dariush_Shayegan,1
Seyyed_Hossein_Nasr,Mehdi_Aminrazavi,1
Seyyed_Hossein_Nasr,Sayyed_Jalal-ed-Din_Ashtiani,1
Seyyed_Hossein_Nasr,Osman_Bakar,1
Seyyed_Hossein_Nasr,Komaruddin_Hidayat,1
Seyyed_Hossein_Nasr,Toshihiko_Izutsu,1
Seyyed_Hossein_Nasr,Nurcholish_Madjid,1
Seyyed_Hossein_Nasr,William_Chittick,1
Seyyed_Hossein_Nasr,Gholam-Ali_Haddad-Adel,1
Seyyed_Hossein_Nasr,Henry_Corbin,1
Seyyed_Hossein_Nasr,Luce_López-Baralt,1
Seyyed_Hossein_Nasr,Zailan_Moris,1
Seyyed_Hossein_Nasr,Md._Salleh_Yaapar,1
Seyyed_Hossein_Nasr,Nasrollah_Pourjavady,1
Sheikh_Yusof_Sarvestani,Ibn_Arabi,1
Sheldon_Wolin,Wendy_Brown_(political_theorist),1
Sheldon_Wolin,Cornel_West,1
Sheldon_Wolin,Chris_Hedges,1
Hugolino_of_Orvieto,Martin_Luther,1
Hugolino_of_Orvieto,Johann_Hiltalinger,1
Arthur_A._Cohen,Thomas_J._J._Altizer,1
Arthur_Danto,David_Carrier,1
Arthur_Danto,George_Dickie_(philosopher),1
Arthur_Danto,Noël_Carroll,1
Arthur_Fine,Nancy_Cartwright_(philosopher),1
Arthur_Oncken_Lovejoy,George_Boas,1
Arthur_Prior,John_Lemmon,1
Arthur_Prior,Ruth_Barcan_Marcus,1
Arthur_Prior,Kit_Fine,1
Arthur_Prior,Robert_Bull,1
Arthur_Prior,Max_Cresswell,1
August_Cieszkowski,Józef_Kallenbach,1
August_Cieszkowski,Karl_Marx,1
August_Cieszkowski,Józef_Kremer,1
August_Cieszkowski,Zygmunt_Krasiński,1
August_Cieszkowski,Bronisław_Trentowski,1
August_Cieszkowski,Cyprian_Norwid,1
August_Cieszkowski,Moses_Hess,1
August_Leskien,Adolf_Noreen,1
August_Leskien,Jan_Baudouin_de_Courtenay,1
August_Leskien,Ferdinand_de_Saussure,1
August_Leskien,Leonard_Bloomfield,1
August_Leskien,Karl_Verner,1
August_Leskien,Nikolai_Trubetzkoy,1
August_Schleicher,Johannes_Schmidt_(linguist),1
August_Schleicher,August_Leskien,1
Auguste_Comte,Karl_Marx,1
Auguste_Comte,Pierre_Laffitte,1
Auguste_Comte,Frederic_Harrison,1
Auguste_Comte,Edward_Spencer_Beesly,1
Auguste_Comte,Friedrich_Nietzsche,1
Auguste_Comte,Charles_Maurras,1
Auguste_Comte,Harriet_Martineau,1
Auguste_Comte,Eugen_Dühring,1
Auguste_Comte,Sigmund_Freud,1
Auguste_Comte,Herbert_Spencer,1
Auguste_Comte,John_Stuart_Mill,1
Auguste_Comte,Leo_Strauss,1
Auguste_Comte,Émile_Durkheim,1
Auguste_Comte,Charles_Darwin,1
Auguste_Comte,George_Henry_Lewes,1
Auguste_Comte,Émile_Littré,1
Augustyn_Wróblewski,Edward_Abramowski,1
Axel_Honneth,Nancy_Fraser,1
Ernst_Mally,Edward_N._Zalta,1
Gabriel_Marcel,Pope_John_Paul_II,1
Gabriel_Marcel,Emmanuel_Levinas,1
Gabriel_Marcel,Paul_Ricœur,1
Gabriel_Marcel,Walker_Percy,1
Gabriel_Marcel,Jean_Wahl,1
Gabriel_Marcel,Pierre_Boutang,1
Hermann_Lotze,Josiah_Royce,1
Hermann_Lotze,Borden_Parker_Bowne,1
Hermann_Lotze,William_James,1
Hermann_Lotze,Bertrand_Russell,1
Hermann_Lotze,Wilhelm_Windelband,1
Hermann_Lotze,James_Ward_(psychologist),1
Hermann_Lotze,Edmund_Husserl,1
Hermann_Lotze,Gottlob_Frege,1
Hermann_Lotze,Georg_Elias_Müller,1
Hermann_Lotze,George_Trumbull_Ladd,1
Hermann_Lotze,Hermann_von_Helmholtz,1
Hermann_Lotze,T._H._Green,1
Hermann_Lotze,Carl_Stumpf,1
Maimonides,Emmanuel_Levinas,1
Maimonides,Gottfried_Wilhelm_Leibniz,1
Maimonides,Franz_Rosenzweig,1
Maimonides,Emil_Fackenheim,1
Maimonides,Baruch_Spinoza,1
Maimonides,Jean_Bodin,1
Maimonides,Isaac_Newton,1
Maimonides,Martin_Buber,1
Maimonides,Catholic_theology,1
Maimonides,Michael_Friedländer,1
Maimonides,James_Joyce,1
Maimonides,Albertus_Magnus,1
Maimonides,Thomas_Aquinas,1
Maimonides,Leo_Strauss,1
Maimonides,Jewish_philosophy,1
Mechthild_of_Magdeburg,Henry_of_Nördlingen,1
Mechthild_of_Magdeburg,Dante_Alighieri,1
Mechthild_of_Magdeburg,Christian_mysticism,1
Niccolò_Machiavelli,John_Adams,1
Niccolò_Machiavelli,Realism_(international_relations),1
Niccolò_Machiavelli,Marquis_de_Sade,1
Niccolò_Machiavelli,Thomas_Schelling,1
Niccolò_Machiavelli,Antonio_Negri,1
Niccolò_Machiavelli,Francis_Bacon,1
Niccolò_Machiavelli,Giulio_Andreotti,1
Niccolò_Machiavelli,Baruch_Spinoza,1
Niccolò_Machiavelli,Kenneth_Waltz,1
Niccolò_Machiavelli,Thomas_Hobbes,1
Niccolò_Machiavelli,Friedrich_Nietzsche,1
Niccolò_Machiavelli,David_Hume,1
Niccolò_Machiavelli,Vincenzo_Cuoco,1
Niccolò_Machiavelli,Max_Weber,1
Niccolò_Machiavelli,Giambattista_Vico,1
Niccolò_Machiavelli,Jean_Charles_Léonard_de_Sismondi,1
Niccolò_Machiavelli,Jean-Jacques_Rousseau,1
Niccolò_Machiavelli,Tupac_Shakur,1
Niccolò_Machiavelli,Vilfredo_Pareto,1
Niccolò_Machiavelli,Antonio_Gramsci,1
Niccolò_Machiavelli,Denis_Diderot,1
Niccolò_Machiavelli,Edward_Gibbon,1
Niccolò_Machiavelli,Georg_Wilhelm_Friedrich_Hegel,1
Niccolò_Machiavelli,James_Harrington_(author),1
Niccolò_Machiavelli,Leo_Strauss,1
Niccolò_Machiavelli,Louis_Althusser,1
Niccolò_Machiavelli,Philip_Pettit,1
Niccolò_Machiavelli,Carl_Schmitt,1
Nicolas_Malebranche,Gottfried_Wilhelm_Leibniz,1
Nicolas_Malebranche,Louis_Lavelle,1
Nicolas_Malebranche,George_Berkeley,1
Nicolas_Malebranche,Jacob_Bernoulli,1
Nicolas_Malebranche,Montesquieu,1
Nicolas_Malebranche,David_Hume,1
Nicolas_Malebranche,Joseph_de_Maistre,1
Nicolas_Malebranche,Giambattista_Vico,1
Nicolas_Malebranche,Augusto_Del_Noce,1
Nicolas_Malebranche,Alain_Badiou,1
Nicolas_Malebranche,John_Henry_Newman,1
Nicolas_Malebranche,Louis_de_Bonald,1
Norman_Malcolm,John_Rawls,1
Norman_Malcolm,Oets_Kolk_Bouwsma,1
Norman_Malcolm,Sydney_Shoemaker,1
Salomon_Maimon,Karl_Leonhard_Reinhold,1
Tan_Malaka,Wikana,1
Tan_Malaka,Asghar_Ali_Engineer,1
Tan_Malaka,Sudirman,1
Tan_Malaka,Haji_Misbach,1
Tan_Malaka,Chairul_Saleh,1
Tan_Malaka,Adam_Malik,1
Tan_Malaka,Paulo_Freire,1
Tan_Malaka,Indonesia,1
Tan_Malaka,Sukarno,1
Tan_Malaka,Goenawan_Mohamad,1
Tan_Malaka,Pramoedya_Ananta_Toer,1
Tan_Malaka,Sukarni,1
Theodor_Lipps,Moritz_Geiger,1
Hong_Daeyong,Bak_Jiwon_(born_1737),1
Hong_Daeyong,Yu_Deuk-gong,1
Hong_Daeyong,Bak_Jega,1
Hong_Daeyong,Yi_Deok-mu,1
James_Ward_(psychologist),G._E._Moore,1
James_Ward_(psychologist),Bertrand_Russell,1
James_Ward_(psychologist),George_Stout,1
Jamgön_Ju_Mipham_Gyatso,Gendün_Chöphel,1
Jamgön_Ju_Mipham_Gyatso,Nyingma,1
Jamgön_Ju_Mipham_Gyatso,"Thubten_Chökyi_Dorje,_5th_Dzogchen_Rinpoche",1
Jamgön_Ju_Mipham_Gyatso,Botrul_Dongak_Tenpai_Nyima,1
Jan_Baudouin_de_Courtenay,Prague_linguistic_circle,1
Jan_Baudouin_de_Courtenay,Nikolai_Trubetzkoy,1
Jan_Hus,Jerome_of_Prague,1
Jan_Hus,John_Wesley,1
Jan_Hus,John_Calvin,1
Jan_Hus,Martin_Luther,1
Jan_Hus,Girolamo_Savonarola,1
Jan_Hus,Henry_VIII,1
Jean-François_Lyotard,Richard_Rorty,1
Jean-Pierre_de_Crousaz,Edward_Gibbon,1
Jean_Buridan,Albert_of_Saxony_(philosopher),1
Jean_Buridan,Pierre_d'Ailly,1
